"","ResultMeasure2","STRAHLER2","DrainageAreaMeasure_MeasureValue","HUCEightDigitCode","date","ResultSampleFractionText","PFOR2","PWETL2","PURB2","PAGT2","LatitudeMeasure","LongitudeMeasure","MonitoringLocationIdentifier"
"1",0,2.4,195,15060103,"2001-02-07T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.5731068,-110.9012251,"USGS-09498400"
"2",0,2.4,195,15060103,"2001-04-19T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.5731068,-110.9012251,"USGS-09498400"
"3",0,2.4,195,15060103,"2001-09-04T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.5731068,-110.9012251,"USGS-09498400"
"4",0,2.4,195,15060103,"2001-12-20T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.5731068,-110.9012251,"USGS-09498400"
"5",0,2.4,195,15060103,"2002-06-11T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.5731068,-110.9012251,"USGS-09498400"
"6",0,2.4,195,15060103,"2002-09-06T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.5731068,-110.9012251,"USGS-09498400"
"7",0,2.4,195,15060103,"2003-06-04T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.5731068,-110.9012251,"USGS-09498400"
"8",0,2.4,195,15060103,"2000-12-14T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.5731068,-110.9012251,"USGS-09498400"
"9",0.03,2.4,195,15060103,"2000-02-15T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.5731068,-110.9012251,"USGS-09498400"
"10",0,2.4,195,15060103,"2000-04-18T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.5731068,-110.9012251,"USGS-09498400"
"11",0,2.4,195,15060103,"2000-07-19T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.5731068,-110.9012251,"USGS-09498400"
"12",0,2.4,195,15060103,"2002-03-29T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.5731068,-110.9012251,"USGS-09498400"
"13",0,2.4,195,15060103,"2003-02-20T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.5731068,-110.9012251,"USGS-09498400"
"14",0,2.4,195,15060103,"2002-12-04T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.5731068,-110.9012251,"USGS-09498400"
"15",0,5,30,15060202,"2001-04-11T00:00:00Z","Dissolved",57.65,0.026666667,0.506666667,0.11,34.5519686,-112.4623913,"USGS-09502960"
"16",0.08,5,30,15060202,"2001-04-11T00:00:00Z","Total",57.65,0.026666667,0.506666667,0.11,34.5519686,-112.4623913,"USGS-09502960"
"17",0.007,4,36.4,15060203,"2012-02-28T00:00:00Z","Total",84.58,0,0.01,0,34.1608679,-111.6929235,"USGS-09508300"
"18",0.02,4,5858,15060203,"2003-05-29T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"19",0.03,4,5858,15060203,"2003-07-29T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"20",0.11,4,5858,15060203,"2003-03-14T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"21",0.1,4,5858,15060203,"2007-03-28T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"22",0.04,4,5858,15060203,"2007-07-06T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"23",0.26,4,5858,15060203,"2007-09-26T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"24",0.04,4,5858,15060203,"2011-03-30T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"25",0.03,4,5858,15060203,"2010-05-26T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"26",0.04,4,5858,15060203,"2009-08-25T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"27",0.23,4,5858,15060203,"2009-02-26T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"28",0.07,4,5858,15060203,"2010-03-30T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"29",0.03,4,5858,15060203,"2012-06-26T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"30",0.06,4,5858,15060203,"2010-08-31T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"31",0.01,4,5858,15060203,"2010-12-14T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"32",0.14,4,5858,15060203,"2004-08-13T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"33",0,4,5858,15060203,"2004-02-18T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"34",0.02,4,5858,15060203,"2004-06-02T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"35",0.09,4,5858,15060203,"2009-05-27T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"36",0.04,4,5858,15060203,"2004-12-09T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"37",0.1,4,5858,15060203,"2012-03-27T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"38",0,4,5858,15060203,"2012-12-04T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"39",0.01,4,5858,15060203,"2009-12-30T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"40",0.03,4,5858,15060203,"2008-06-25T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"41",0.08,4,5858,15060203,"2008-09-30T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"42",0.04,4,5858,15060203,"2008-03-26T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"43",0.05,4,5858,15060203,"2016-06-17T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"44",0.02,4,5858,15060203,"2008-11-26T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"45",0.3,4,5858,15060203,"2012-08-28T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"46",0.06,4,5858,15060203,"2016-03-23T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"47",0.08,4,5858,15060203,"2014-06-27T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"48",0,4,5858,15060203,"2014-02-04T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"49",0.02,4,5858,15060203,"2015-12-10T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"50",0.08,4,5858,15060203,"2015-09-01T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"51",0.06,4,5858,15060203,"2013-02-05T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"52",0.09,4,5858,15060203,"2013-08-30T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"53",0.01,4,5858,15060203,"2013-11-05T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"54",0.04,4,5858,15060203,"2013-06-04T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"55",0,4,5858,15060203,"2001-02-27T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"56",0.03,4,5858,15060203,"2001-06-21T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"57",0,4,5858,15060203,"2001-12-18T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"58",0.17,2.4,4306,15060103,"2001-04-18T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"59",0.15,2.4,4306,15060103,"2017-03-14T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"60",0.1,2.4,4306,15060103,"2001-09-05T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"61",0,2.4,4306,15060103,"2001-02-06T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"62",0,2.4,4306,15060103,"2001-12-19T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"63",0.02,2.4,4306,15060103,"2002-10-10T00:00:00Z","Dissolved",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"64",0.03,2.4,4306,15060103,"2002-10-10T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"65",0.11,2.4,4306,15060103,"2003-02-19T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"66",0,2.4,4306,15060103,"2003-12-05T00:00:00Z","Dissolved",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"67",0,2.4,4306,15060103,"2003-12-05T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"68",0.05,4,5858,15060203,"2001-09-11T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"69",0,4,5858,15060203,"2002-10-31T00:00:00Z","Dissolved",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"70",0.02,4,5858,15060203,"2002-10-31T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"71",0.14,4,5858,15060203,"2000-08-30T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"72",0.04,4,5858,15060203,"2000-03-29T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"73",0,4,5858,15060203,"2002-04-03T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"74",0.02,4,5858,15060203,"2002-06-13T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"75",0.06,4,5858,15060203,"2002-08-09T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"76",0.05,4,5858,15060203,"2006-06-28T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"77",0.06,4,5858,15060203,"2000-10-27T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"78",0.09,4,5858,15060203,"2000-06-28T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"79",0.09,4,5858,15060203,"2006-09-27T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"80",0.03,4,5858,15060203,"2006-11-29T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"81",0.07,4,5858,15060203,"2006-03-29T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"82",0.05,4,5858,15060203,"2011-06-28T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"83",0.02,4,5858,15060203,"2011-11-29T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"84",0.04,4,5858,15060203,"2005-03-28T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"85",0.45,4,5858,15060203,"2005-08-25T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"86",0.02,4,5858,15060203,"2005-12-28T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"87",0.03,4,5858,15060203,"2003-10-16T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"88",0.06,4,5858,15060203,"2011-08-30T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"89",0.01,4,5858,15060203,"2007-11-28T00:00:00Z","Total",84.58,0,0.01,0,34.0730922,-111.7162569,"USGS-09508500"
"90",0.06,2.4,4306,15060103,"2000-07-18T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"91",0.05,2.4,4306,15060103,"2006-04-20T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"92",0.04,2.4,4306,15060103,"2006-06-08T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"93",0.03,2.4,4306,15060103,"2006-06-20T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"94",0.01,2.4,4306,15060103,"2006-12-05T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"95",0.6,2.4,4306,15060103,"2002-07-18T00:00:00Z","Dissolved",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"97",0.13,2.4,4306,15060103,"2002-07-17T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"98",0.14,2.4,4306,15060103,"2002-08-19T00:00:00Z","Dissolved",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"99",0.52,2.4,4306,15060103,"2002-08-19T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"100",0,2.4,4306,15060103,"2000-02-16T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"101",0,2.4,4306,15060103,"2002-03-28T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"102",0,2.4,4306,15060103,"2002-06-12T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"103",0.02,2.4,4306,15060103,"2002-07-17T00:00:00Z","Dissolved",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"104",0.22,2.4,4306,15060103,"2002-07-17T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"105",0.53,2.4,4306,15060103,"2002-07-18T00:00:00Z","Dissolved",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"107",0.09,2.4,4306,15060103,"2002-09-17T00:00:00Z","Dissolved",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"108",0.32,2.4,4306,15060103,"2002-09-17T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"109",0,2.4,4306,15060103,"2002-12-03T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"110",0,2.4,4306,15060103,"2000-04-19T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"111",0.01,2.4,4306,15060103,"2006-03-07T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"112",0.03,1,5090,15010010,"2015-06-25T00:00:00Z","Total",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"113",0.15,1,5090,15010010,"2015-01-29T00:00:00Z","Total",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"114",0.12,1,5090,15010010,"2015-01-29T00:00:00Z","Dissolved",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"115",0.49,1,5090,15010010,"2014-04-28T00:00:00Z","Total",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"116",0.36,1,5090,15010010,"2015-09-01T00:00:00Z","Total",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"117",0.02,2.4,4306,15060103,"2005-12-06T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"118",0.13,2.4,4306,15060103,"2005-03-22T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"119",0.24,2.4,4306,15060103,"2005-04-26T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"120",1.33,2.4,4306,15060103,"2005-08-16T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"121",0,2.4,4306,15060103,"2003-07-17T00:00:00Z","Dissolved",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"122",0,2.4,4306,15060103,"2003-07-17T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"124",0.05,2.4,4306,15060103,"2003-07-22T00:00:00Z","Dissolved",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"126",0.11,2.4,4306,15060103,"2003-08-01T00:00:00Z","Dissolved",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"128",0.02,2.4,4306,15060103,"2011-06-29T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"129",0.04,2.4,4306,15060103,"2005-05-18T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"130",0.03,2.4,4306,15060103,"2007-06-15T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"131",0.34,2.4,4306,15060103,"2007-12-04T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"132",0.08,2.4,4306,15060103,"2002-07-16T00:00:00Z","Dissolved",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"133",0.11,2.4,4306,15060103,"2002-07-16T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"134",0.05,2.4,4306,15060103,"2002-07-17T00:00:00Z","Dissolved",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"135",2.1,2.4,4306,15060103,"2002-07-17T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"136",0.15,2.4,4306,15060103,"2002-09-04T00:00:00Z","Dissolved",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"137",0.43,2.4,4306,15060103,"2002-09-04T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"138",0.25,2.4,4306,15060103,"2002-07-17T00:00:00Z","Dissolved",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"140",0.07,1,5090,15010010,"2015-09-01T00:00:00Z","Dissolved",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"141",0.49,1,5090,15010010,"2013-12-30T00:00:00Z","Total",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"142",0.04,1,5090,15010010,"2013-12-30T00:00:00Z","Dissolved",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"143",0.97,1,5090,15010010,"2014-07-30T00:00:00Z","Total",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"144",0,1,5090,15010010,"2014-07-30T00:00:00Z","Dissolved",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"145",0.28,1,5090,15010010,"2013-09-20T00:00:00Z","Total",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"146",0.06,1,5090,15010010,"2013-09-20T00:00:00Z","Dissolved",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"147",0.22,1,5090,15010010,"2013-03-12T00:00:00Z","Total",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"148",0.06,1,5090,15010010,"2013-03-12T00:00:00Z","Dissolved",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"149",0.07,1,5090,15010010,"2005-03-01T00:00:00Z","Dissolved",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"150",0.88,1,5090,15010010,"2005-03-01T00:00:00Z","Total",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"151",0.1,1,5090,15010010,"2005-08-16T00:00:00Z","Dissolved",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"153",0.13,1,5090,15010010,"2005-06-23T00:00:00Z","Dissolved",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"154",0.38,1,5090,15010010,"2005-06-23T00:00:00Z","Total",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"155",0.08,1,5090,15010010,"2011-06-27T00:00:00Z","Total",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"156",0.03,1,5090,15010010,"2011-06-27T00:00:00Z","Dissolved",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"157",0.38,1,5090,15010010,"2010-09-01T00:00:00Z","Total",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"158",0.07,1,5090,15010010,"2007-08-27T00:00:00Z","Dissolved",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"160",0.12,1,5090,15010010,"2010-09-01T00:00:00Z","Dissolved",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"161",0,1,5090,15010010,"2007-06-27T00:00:00Z","Dissolved",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"162",0,1,5090,15010010,"2007-06-27T00:00:00Z","Total",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"164",0.31,2.4,4306,15060103,"2002-07-19T00:00:00Z","Dissolved",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"165",2.6,2.4,4306,15060103,"2002-07-19T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"166",1,2.4,4306,15060103,"2006-08-15T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"167",0.02,2.4,4306,15060103,"2009-08-19T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"168",0,2.4,4306,15060103,"2012-12-12T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"169",0.03,2.4,4306,15060103,"2012-05-23T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"170",0,2.4,4306,15060103,"2012-05-23T00:00:00Z","Dissolved",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"171",0.23,2.4,4306,15060103,"2004-08-31T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"172",0,2.4,4306,15060103,"2010-12-07T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"173",0.05,2.4,4306,15060103,"2010-05-12T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"174",0.04,2.4,4306,15060103,"2012-06-12T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"175",0.08,2.4,4306,15060103,"2009-12-09T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"176",0.01,2.4,4306,15060103,"2007-05-08T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"177",0.11,2.4,4306,15060103,"2007-03-20T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"178",0.06,2.4,4306,15060103,"2007-04-11T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"179",0.07,2.4,4306,15060103,"2010-03-17T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"180",0.1,2.4,4306,15060103,"2010-09-28T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"181",0.33,2.4,4306,15060103,"2007-09-11T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"182",0.01,2.4,4306,15060103,"2011-03-16T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"183",0.02,2.4,4306,15060103,"2011-12-13T00:00:00Z","Total",73.918,0.01,0.132,0.076,33.6194949,-110.9215037,"USGS-09498500"
"184",0.2,1,5090,15010010,"2010-12-17T00:00:00Z","Total",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"185",0.09,1,5090,15010010,"2010-12-17T00:00:00Z","Dissolved",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"186",0.07,1,5090,15010010,"2009-03-20T00:00:00Z","Total",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"187",0.05,1,5090,15010010,"2009-03-20T00:00:00Z","Dissolved",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"188",0.03,1,5090,15010010,"2009-09-25T00:00:00Z","Total",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"189",0,1,5090,15010010,"2009-09-25T00:00:00Z","Dissolved",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"190",0.27,1,5090,15010010,"2009-06-08T00:00:00Z","Total",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"191",0.02,1,5090,15010010,"2009-06-08T00:00:00Z","Dissolved",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"192",0.22,1,5090,15010010,"2012-03-15T00:00:00Z","Total",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"193",0.13,1,5090,15010010,"2012-03-15T00:00:00Z","Dissolved",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"194",0.25,1,5090,15010010,"2012-09-20T00:00:00Z","Total",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"195",0.05,1,5090,15010010,"2012-09-20T00:00:00Z","Dissolved",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"196",0.11,1,5090,15010010,"2004-11-17T00:00:00Z","Dissolved",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
"197",0.12,1,5090,15010010,"2004-11-17T00:00:00Z","Total",21.83,0.02,0.27,0.68,36.8916437,-113.9244098,"USGS-09415000"
