"","ResultMeasure2","STRAHLER2","DrainageAreaMeasure_MeasureValue","HUCEightDigitCode","date","ResultSampleFractionText","PFOR2","PWETL2","PURB2","PAGT2","LatitudeMeasure","LongitudeMeasure","MonitoringLocationIdentifier"
"4604",0.004,3,171,14050001,"2001-01-18T00:00:00Z","Dissolved",87.485,0,0,1.39,40.5916388,-107.3208933,"USGS-09246200"
"4605",0.007,3,171,14050001,"2001-01-18T00:00:00Z","Total",87.485,0,0,1.39,40.5916388,-107.3208933,"USGS-09246200"
"4606",0.006,3,171,14050001,"2000-08-09T00:00:00Z","Dissolved",87.485,0,0,1.39,40.5916388,-107.3208933,"USGS-09246200"
"4607",0.025,3,171,14050001,"2000-08-09T00:00:00Z","Total",87.485,0,0,1.39,40.5916388,-107.3208933,"USGS-09246200"
"4608",0.003,3,171,14050001,"2000-06-29T00:00:00Z","Dissolved",87.485,0,0,1.39,40.5916388,-107.3208933,"USGS-09246200"
"4609",0.011,3,171,14050001,"2000-06-29T00:00:00Z","Total",87.485,0,0,1.39,40.5916388,-107.3208933,"USGS-09246200"
"4610",0.006,3,171,14050001,"2001-07-09T00:00:00Z","Dissolved",87.485,0,0,1.39,40.5916388,-107.3208933,"USGS-09246200"
"4611",0.023,3,171,14050001,"2001-07-09T00:00:00Z","Total",87.485,0,0,1.39,40.5916388,-107.3208933,"USGS-09246200"
"4612",0.035,2,258,14010001,"2005-11-02T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4613",0.021,2,258,14010001,"2005-11-02T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4614",0.02,2,258,14010001,"2010-11-10T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4615",0.053,2,258,14010001,"2007-08-07T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4616",0.093,2,258,14010001,"2007-08-07T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4617",0.052,2,258,14010001,"2010-08-24T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4618",0.03,2,258,14010001,"2009-11-03T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4619",0.088,2,258,14010001,"2009-01-14T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4620",0.105,2,258,14010001,"2009-01-14T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4621",0.017,2,258,14010001,"2007-11-05T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4622",0.028,2,258,14010001,"2007-11-05T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4623",0.053,2,258,14010001,"2010-05-18T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4624",0.031,2,258,14010001,"2010-07-15T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4625",0.068,2,258,14010001,"2011-01-05T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4626",0.025,2,258,14010001,"2011-10-26T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4627",0.023,2,258,14010001,"2007-05-08T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4628",0.06,2,258,14010001,"2007-05-08T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4629",0.038,2,258,14010001,"2009-08-04T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4630",0.021,2,258,14010001,"2009-08-04T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4631",0.017,2,258,14010001,"2009-05-07T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4632",0.07,2,258,14010001,"2009-05-07T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4633",0.049,2,258,14010001,"2009-09-23T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4634",0.037,2,258,14010001,"2009-09-23T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4635",0.097,2,258,14010001,"2008-01-16T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4636",0.123,2,258,14010001,"2008-01-16T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4637",0.034,2,258,14010001,"2010-09-21T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4638",0.033,2,258,14010001,"2016-07-26T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4639",0.05,2,258,14010001,"2001-07-18T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4640",0.029,2,258,14010001,"2001-09-11T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4641",0.05,2,258,14010001,"2001-09-11T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4642",0.049,2,258,14010001,"2001-01-10T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4643",0.078,2,258,14010001,"2001-01-10T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4644",0.068,2,258,14010001,"2001-03-22T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4645",0.115,2,258,14010001,"2001-03-22T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4646",0.02,2,258,14010001,"2001-05-22T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4647",0.047,2,258,14010001,"2001-05-22T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4648",0.054,2,258,14010001,"2002-01-08T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4649",0.069,2,258,14010001,"2002-01-08T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4650",0.031,2,7116,14020005,"2012-10-26T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4651",0.055,2,258,14010001,"2000-01-25T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4652",0.08,2,258,14010001,"2000-01-25T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4653",0.016,2,258,14010001,"2000-05-16T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4654",0.04,2,258,14010001,"2000-05-16T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4655",0.028,2,258,14010001,"2000-07-20T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4656",0.052,2,258,14010001,"2000-07-20T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4657",0.07,2,258,14010001,"2017-01-25T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4658",0.012,2,258,14010001,"2000-11-07T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4659",0.027,2,258,14010001,"2000-11-07T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4660",0.014,2,258,14010001,"2001-11-15T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4661",0.025,2,258,14010001,"2001-11-15T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4662",0.035,2,258,14010001,"2001-07-18T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4663",0.073,2,258,14010001,"2006-01-25T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4664",0.104,2,258,14010001,"2006-01-25T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4665",0.039,2,258,14010001,"2000-09-12T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4666",0.015,2,258,14010001,"2006-05-03T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4667",0.06,2,258,14010001,"2006-05-03T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4668",0.06,2,258,14010001,"2000-09-12T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4669",0.062,2,258,14010001,"2000-03-23T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4670",0.096,2,258,14010001,"2000-03-23T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4671",0.23,2,7116,14020005,"2016-06-16T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4672",0.12,2,7116,14020005,"2016-03-24T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4673",0.224,2,7116,14020005,"2015-05-22T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4674",0.04,2,7116,14020005,"2015-11-19T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4675",0.041,2,7116,14020005,"2013-12-16T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4676",0.316,2,7116,14020005,"2016-07-22T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4677",0.02,2,7116,14020005,"2012-11-15T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4678",0.027,2,7116,14020005,"2012-02-24T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4679",0.102,2,7116,14020005,"2012-08-23T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4680",0.153,2,7116,14020005,"2012-05-25T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4681",0.023,2,7116,14020005,"2015-02-19T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4682",0.128,2,7116,14020005,"2014-06-17T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4683",0.092,2,7116,14020005,"2014-03-07T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4684",0,2,7116,14020005,"2015-12-11T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4686",0.072,2,7116,14020005,"2013-02-15T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4687",0.123,2,7116,14020005,"2014-08-13T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4688",0.02,2,7116,14020005,"2014-12-10T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4689",0.069,2,7116,14020005,"2015-09-24T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4690",0.042,2,7116,14020005,"2014-10-30T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4691",0.016,2,7116,14020005,"2016-11-18T00:00:00Z","Total",98.94,0,0,0,38.7574843,-108.2581329,"USGS-384527108152701"
"4692",0.045,2,258,14010001,"2006-07-19T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4693",0.077,2,258,14010001,"2006-07-19T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4694",0.087,2,258,14010001,"2006-08-03T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4695",0.115,2,258,14010001,"2006-08-03T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4696",0.038,2,258,14010001,"2006-09-26T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4697",0.061,2,258,14010001,"2006-09-26T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4698",0.019,2,258,14010001,"2006-11-08T00:00:00Z","Dissolved",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4699",0.038,2,258,14010001,"2006-11-08T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4700",0.031,2,258,14010001,"2011-08-16T00:00:00Z","Total",46.08,0,0,0.25,40.0813748,-105.9289036,"USGS-400453105554200"
"4701",0.036,3,465,14050001,"2014-06-17T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4702",0.065,3,465,14050001,"2017-03-27T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4703",0.051,3,465,14050001,"2013-05-23T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4704",0.043,3,465,14050001,"2012-10-25T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4705",0.048,3,465,14050001,"2016-02-02T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4706",0.08,3,465,14050001,"2012-03-30T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4707",0.075,3,465,14050001,"2013-08-21T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4708",0.153,3,465,14050001,"2016-05-10T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4709",0.058,3,465,14050001,"2016-08-02T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4710",0.065,3,465,14050001,"2016-12-06T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4711",0.07,3,465,14050001,"2015-10-19T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4712",0.037,3,465,14050001,"2013-12-12T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4713",0.041,3,465,14050001,"2014-11-19T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4714",0.078,3,465,14050001,"2015-04-06T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4715",0.061,3,465,14050001,"2014-03-27T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4716",0.054,3,465,14050001,"2014-09-22T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4717",0.047,3,465,14050001,"2015-07-07T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4718",0.054,3,465,14050001,"2011-10-25T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4719",0.045,3,465,14050001,"2011-02-15T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4720",0.058,3,465,14050001,"2010-09-14T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4721",0.046,3,465,14050001,"2010-07-20T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4722",0.031,3,465,14050001,"2010-11-03T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4723",0.195,3,465,14050001,"2010-04-20T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4724",0.106,3,465,14050001,"2011-05-23T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4725",0.059,3,465,14050001,"2012-09-26T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4726",0.098,3,465,14050001,"2015-01-26T00:00:00Z","Total",87.485,0,0,1.39,40.4288671,-106.8272706,"USGS-402544106493600"
"4727",0.064,3,1110,14050001,"2017-03-28T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4728",0.062,3,1110,14050001,"2016-12-07T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4729",0.092,3,1110,14050001,"2011-05-24T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4730",0.028,3,1110,14050001,"2011-10-25T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4731",0.032,3,1110,14050001,"2010-09-14T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4732",0.159,3,1110,14050001,"2010-04-19T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4733",0.025,3,1110,14050001,"2010-07-19T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4734",0.081,3,1110,14050001,"2012-09-25T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4735",0.033,3,1110,14050001,"2010-11-04T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4736",0.092,3,1110,14050001,"2012-03-29T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4737",0.038,3,1110,14050001,"2012-10-24T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4738",0.04,3,1110,14050001,"2012-06-26T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4739",0.089,3,1110,14050001,"2016-05-11T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4740",0.054,3,1110,14050001,"2015-01-28T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4741",0.096,3,1110,14050001,"2016-02-03T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4742",0.075,3,1110,14050001,"2016-08-04T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4743",0.029,3,1110,14050001,"2014-06-18T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4744",0.049,3,1110,14050001,"2014-09-23T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4745",0.044,3,1110,14050001,"2015-10-20T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4746",0.07,3,1110,14050001,"2015-04-08T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4747",0.071,3,1110,14050001,"2014-03-26T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4748",0.049,3,1110,14050001,"2014-11-18T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4749",0.037,3,1110,14050001,"2015-07-10T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4750",0.057,3,1110,14050001,"2013-08-22T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4751",0.042,3,1110,14050001,"2013-12-11T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4752",0.048,3,1110,14050001,"2013-05-21T00:00:00Z","Total",87.485,0,0,1.39,40.4777533,-107.012275,"USGS-402840107004200"
"4753",0.08,3,652,14050006,"2004-04-22T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4754",0.04,3,652,14050006,"2012-02-03T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4755",0.05,3,652,14050006,"2012-07-09T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4756",0.06,3,652,14050006,"2009-03-03T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4757",0.04,3,652,14050006,"2016-07-28T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4758",0.04,3,652,14050006,"2008-11-12T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4759",0.06,3,652,14050006,"2004-06-09T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4760",0.11,3,652,14050006,"2004-07-20T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4761",0.05,3,652,14050006,"2016-01-25T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4762",0.07,3,652,14050006,"2015-05-12T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4763",0.04,3,652,14050006,"2016-11-14T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4764",0.03,3,652,14050006,"2016-04-13T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4765",0.03,3,652,14050006,"2014-10-15T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4766",0.02,3,652,14050006,"2008-08-21T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4767",0.11,3,652,14050006,"2014-04-29T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4768",0.06,3,652,14050006,"2014-08-07T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4769",0.05,3,652,14050006,"2008-05-13T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4770",0.04,3,652,14050006,"2015-09-10T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4771",0.06,3,652,14050006,"2015-12-01T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4772",0.19,3,652,14050006,"2013-09-09T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4773",0.14,3,652,14050006,"2013-06-12T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4774",0.04,3,652,14050006,"2015-03-25T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4775",0.03,3,652,14050006,"2013-12-03T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4776",0,3,652,14050006,"2001-11-15T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4777",0.04,3,652,14050006,"2000-08-29T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4778",0.24,3,652,14050006,"2017-02-06T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4779",0,3,652,14050006,"2000-04-04T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4780",0.04,3,652,14050006,"2006-06-15T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4781",0.05,3,652,14050006,"2006-09-12T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4782",0.11,3,652,14050006,"2003-03-24T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4783",0.05,3,652,14050006,"2006-02-23T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4784",0.02,3,652,14050006,"2002-11-13T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4785",0.04,3,652,14050006,"2003-10-09T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4786",0.05,3,652,14050006,"2003-08-05T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4787",0.03,3,652,14050006,"2005-08-26T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4788",0.07,3,652,14050006,"2007-05-30T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4789",0.1,3,652,14050006,"2005-05-08T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4790",0.11,3,652,14050006,"2005-02-22T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4791",0.05,3,652,14050006,"2005-11-04T00:00:00Z","Dissolved",47.84,0.11,0,0,40.0780264,-108.2364753,"USGS-09306222"
"4792",0.073,2,6775,14020005,"2017-01-12T00:00:00Z","Total",98.94,0,0,0,38.7479111,-108.1199972,"USGS-384452108071101"
"4793",0.039,2,6775,14020005,"2016-11-16T00:00:00Z","Total",98.94,0,0,0,38.7479111,-108.1199972,"USGS-384452108071101"
"4794",0.171,2,6775,14020005,"2016-06-15T00:00:00Z","Total",98.94,0,0,0,38.7479111,-108.1199972,"USGS-384452108071101"
"4795",0.11,2,6775,14020005,"2016-03-24T00:00:00Z","Total",98.94,0,0,0,38.7479111,-108.1199972,"USGS-384452108071101"
